,blue top,blue jungle,blue mid,blue bottom,blue support,red top,red jungle,red mid,red bottom,red support,blue team win rate
83,27787879,43450646,56461082,22772838,50993462,19802495,43200452,61967864,36435146,49331471,0.49579758160848403
84,19545327,58872270,24338761,25200354,55001783,24961510,41909801,44957459,20946711,29596100,0.46474596665258155
85,31112811,38893260,20793547,44948389,30665989,432750,47468626,47510019,50796721,53805051,0.5367465296423812
86,26840957,45762534,25215980,52640598,36911583,24475956,35889864,19973890,23303851,29255326,0.4568170547656517
87,57306329,32829166,45057890,23760286,38721364,47187100,59280036,39647561,24574086,41673877,0.5049599810271775
88,63565573,45444698,29410099,38841163,56480773,23214351,34944239,19739520,27354816,22092809,0.5158923175017149
89,38603334,29557579,34567462,42852429,52365822,37043686,34736414,48618499,20990420,39561965,0.47185407270564766
90,35741898,30179375,27843867,51574869,23116609,31815742,45161221,20776042,53599553,23240246,0.5436078354443684
91,35346097,25262689,24042328,36930882,19638685,36833788,24158137,28424196,59267514,40300595,0.4754910358383689
92,47609173,24596433,43394803,25425489,55492272,50461913,50639632,40256005,26065404,39802542,0.5363889854922251
93,25217156,30630598,20525054,31165965,22645992,50198452,34044865,48531375,22221041,35694365,0.49504376305132974
94,19746296,43243585,34952410,35787473,49981046,32874821,44940370,35882572,20674717,21796539,0.5463117449734727
95,57869211,44220340,45565558,35093338,47650769,22517265,53835662,50565306,22008082,34574379,0.45607137110521356
96,59269393,45807816,23262953,21874451,31843098,28331763,35929118,57536525,30066150,26232492,0.49888041230676955
97,60372806,22965894,41995607,39340328,24442113,29619716,38982434,31798111,51457573,20459682,0.49585374439414137
98,38253796,41274904,20149205,30452983,23840588,575793,59761218,19161918,22456901,21001722,0.5361319775015438
99,34856489,60490242,25256785,40857638,46779642,28863238,20690850,27677768,23557552,24183144,0.5187446482895798
100,20899925,21939113,67659304,22741534,37493388,24416121,21938288,21110960,416035,29166447,0.5327866905671693
101,59370325,55809444,50744431,45570799,30363766,21675118,58734772,37359177,44503164,56498495,0.5169433721839746
102,22151584,42080821,23413751,22739780,47156120,22803807,31243703,69869339,50118401,39036385,0.5130289725133168
103,20971,59489448,28830210,48426103,41271812,48405871,27673184,45609260,19979009,30904547,0.5002359001248298
104,56816254,20484534,48324300,41212763,19453901,349411,20963751,37567636,22583724,22811808,0.5031814886113813
105,46692856,46591969,26499284,60423839,41955071,26623219,52719254,55961346,20589413,20765208,0.537970333453724
106,19548813,43541944,25782684,25099182,34340188,30100825,49070641,61129921,63683419,48201925,0.5037930517462649
107,42860280,43556719,45901556,19594461,39296827,22355720,593398,40646547,51869260,23078565,0.4975361740112627
108,36871374,20971471,23241381,25328051,24814598,50121389,46066250,22162367,21006246,39038302,0.48244326955808353
109,20350964,43154523,59205166,34359368,40232239,20741626,28772793,49355242,62100188,32290151,0.4955891562088678
110,35467906,26583177,46659654,50132200,20894324,27921964,23957205,21051889,59794318,32802557,0.4850254445860074
111,21551801,49899257,22343827,50402611,24965235,35245323,53838738,29099651,44650795,47556517,0.5147401106135223
112,36141425,39801125,64996219,32295383,30729815,155832,31959696,34229995,43968158,36697592,0.5271517061382561
113,62205413,40321078,25861262,25066768,28326617,60059276,26345966,36479603,43906740,80130440,0.4619068147207041
114,32519362,21816313,28971576,37787905,51552725,40940574,51388629,62359470,41239374,19071142,0.5481895121925285
115,29402292,62132203,26544830,23372054,31505085,22512398,46552530,34705845,39027715,37999024,0.5404252342251685
116,37878047,25076936,47164246,24614163,32403192,30107027,63680607,38049018,60615981,43256896,0.4735539611459735
117,25562331,45789334,21781448,19737724,30588701,75559179,21385714,42704075,51096015,50050740,0.4919002222722514
118,38579111,47694713,31224969,21705147,42828615,201924,39078122,53479403,49579134,20626687,0.4647111923956705
119,61600797,26444092,38962530,54280435,20936079,21071362,20050568,53888585,38337622,31440863,0.4524931563706203
120,38344667,21100112,35634440,21634274,45148303,44067677,57390597,23437218,21207022,46226853,0.4550262598112243
121,21378155,50742079,19308714,22950219,21876989,59244551,34505973,35083710,39126055,50405419,0.5191123245071562
122,31919494,44567270,37850995,22367272,19616825,33060099,31167866,39765641,30213133,41724592,0.4659148272759004
123,59960214,37835232,37067132,56457597,21774446,32409433,39894667,34362565,55079534,31635345,0.498469774224666
124,51512513,27435517,22981559,44798332,47824557,22890223,28468331,40292202,26451022,34874710,0.5281272643480107
125,21952307,43664360,35444416,30551115,46771654,41962316,45498418,24986168,61251981,25721454,0.5225786253319135
126,63969687,28743883,41206844,20097647,31827572,22489570,25753264,36403115,42693168,56298626,0.5129803276359503
127,47626015,56818169,27685094,52730101,19009841,45537126,39255275,31168099,34460553,37443926,0.4846288987556377
128,48607572,46281319,49639817,30528594,25945097,36477262,39960647,26085825,19221868,19132912,0.5380634034427902
129,38161244,61847225,32936155,64730258,31286391,39264097,64735671,40202114,19184825,56623850,0.5462869960411785
130,37838173,42753634,19741030,43453650,55109099,60181167,24233935,41793969,50179390,49352499,0.5353658065232071
131,35017536,25874448,21377014,42655483,63789160,35719737,24990692,20171756,31140911,56881853,0.5426501953337222
132,21232113,25066317,21901102,47452172,24413829,32866663,34450496,28681217,19896864,60999474,0.5136226693117145
133,23442073,35919453,41943722,43249319,29049221,34302985,26413477,22991144,52326201,27250402,0.48336581974107584
134,47994518,49250762,35909951,59809534,20278824,31549473,37737286,50706004,47832270,29171806,0.46494095721835693
135,28899918,25432124,30952866,30556039,32970460,58239396,43091972,47178875,41397,37535191,0.48817599400760564
136,51628461,43277131,34962854,39297814,42920760,38027571,23441289,23466234,21444073,64886354,0.5009935252177768
137,22992340,20719829,56864850,23554548,19564057,22993387,59243533,474252,22374877,56868050,0.49272630137188594
138,26307294,36359723,25828301,31443156,43360098,45830622,21191589,49620451,43030328,47839638,0.47304492405188253
139,32191363,49932286,60628481,29235585,25540953,58162682,44569952,28811646,40953589,25330099,0.48829076011175737
140,20964186,21954666,43501205,21345432,19294964,19991356,28380308,50617437,33789199,53911125,0.5460630078148679
141,39073939,61881618,23496904,30157148,29699892,399098,21318837,50798308,22181365,30320459,0.532973103285152
142,30460114,45674346,60924524,46301363,24292131,47588073,26293632,25402417,34263028,22640962,0.4780354911131289
143,28740103,47003614,59329237,46148379,44839883,23977308,62239907,32711705,19825906,36939920,0.5213640306250982
144,320864,38339910,24547861,50342168,37521423,39682573,47117850,40890563,28331342,22471173,0.527930676547408
145,20040703,43546074,39960221,289412,19445691,42855086,40680488,39883893,26639925,55470717,0.49898400819272914
146,41198331,45785218,46425832,34607090,24229632,47502535,48708047,22152465,20385351,31779936,0.4502467269193121
147,23798445,29453214,45005443,40334794,37855669,60920022,60024036,19856103,57388291,23398243,0.5426464781298246
148,46322635,39603623,58758158,20228688,24450516,24943452,40395378,24698670,49791116,58411121,0.4805399600748902
149,28428470,49569780,19733404,22054948,59633109,40980916,34307001,64989182,19323970,32491238,0.526904050289336
150,45335152,40909878,35690863,46096526,37852027,19541118,21582598,22179651,49130045,43160815,0.5462647218065096
151,37295935,19316931,29637629,20634815,25346836,54890831,30924725,28398105,53392199,24286805,0.48019600207848806
152,20068477,30415539,43167785,21701370,28692618,36962111,39048175,19807767,22946696,34983864,0.49530210578776607
153,32857362,32603711,58485578,21662626,19112761,38592515,59852607,29182121,20713237,47456892,0.4616028073968386
154,23231452,70252526,43000136,32970975,43650963,47120978,25796494,37073136,43919826,20505845,0.49873437971717915
155,31895141,36383493,34262668,35784323,20049453,38951737,134764,41196417,50576055,26223229,0.4733436187995634
156,24794591,49421806,45712927,20534391,37047124,41280715,47170967,36439891,28679826,29257304,0.5182523043452326
157,43679408,51533651,21350693,32932750,44493792,26689809,36551269,45767175,20472464,49171880,0.5034460845494514
158,45157230,24024033,20794468,61199618,24446155,34429299,60217169,34650683,43581268,26105747,0.5068469168435868
159,40672204,40662500,588036,605051,40846023,30813747,39012518,26657740,37020586,53875302,0.5302145262976691
160,23476979,30579569,42857772,42099622,19827167,61011441,22202824,24271240,19026858,37760255,0.5233608084452505
161,23361892,48417924,20076603,41187578,39793155,23035772,30051492,44393390,21462000,22641407,0.4602481537323316
162,122699,22051032,23856722,36365191,40910852,38639455,55880062,47802392,56937861,29390874,0.4961932194088117
163,19107193,52347848,59442703,60293251,34951025,35716277,26430518,26355584,31987077,46809144,0.5248538589395266
164,44208755,44853779,21199759,24367672,20792717,55333290,476985,60142848,42773514,31098585,0.5202040123912496
165,55390024,21971162,60251616,26389043,49222115,29789684,32335535,20323136,61819382,38263175,0.5292158030268226
166,39186733,56839192,20306597,38797257,47462835,23215665,48210846,59739120,19647465,21839257,0.4975536476745808
167,58365868,44831500,22195455,22344215,22149595,20344986,57610444,20112276,51730874,24430491,0.482363486966993
168,28718118,25090266,30689215,28426262,22868236,38873587,19149428,21223858,24883101,35365187,0.4858372995074447
169,21774404,46242384,20948227,35631852,19919714,31617804,35707597,26252016,32567490,30013318,0.5111328960318713
170,41821293,28677968,36459424,20153578,59762977,28994851,36374435,39047904,47807348,531370,0.5055253302568444
171,49771278,25108868,38069651,46250866,22025194,26085568,27969826,30446087,65542077,37928760,0.5273794381690582
172,26204962,24628986,42834654,39125396,24903504,28702068,22345833,20459714,20928013,45036630,0.5184143455524733
173,39090634,42113430,23298439,53885391,36640572,64783666,40701614,42230868,56293095,35450198,0.4521221185077093
174,32862938,51046240,19584494,47776681,23719723,21331988,46621531,29198253,19195085,38765263,0.47669772681769373
175,32536007,22547205,50138277,55792954,38071396,40534801,40905081,37264220,20953548,50645730,0.4714721217609392
176,54449430,19444365,416028,40687822,43173633,20013845,26656396,40285076,43195372,31744557,0.5035933588203758
177,21012800,46680911,50984186,21477593,20245966,24884981,33021582,39824889,59359351,40291121,0.5177437194730816
178,40683452,51143265,34670547,49294133,24453696,59502856,28705384,48163198,32432206,56934783,0.4938669039212427
179,59169257,21944386,30902552,45344060,24024400,22481798,21958164,24431733,35085238,39650641,0.4557790968289288
180,25822571,35573094,45629504,21328131,59170953,44181824,22458507,22811669,41209340,23067981,0.4604081513056904
181,42141186,44083426,22240101,28700546,45124348,25033521,46562364,39088624,55440734,59674989,0.5254215761672445
182,45096735,48710984,22741310,45024878,28935125,38302779,26823796,20645037,21573425,34093084,0.5029767999574511
183,38299383,27270662,21068627,39872369,25122733,372100,34976152,25096873,61269497,28383589,0.48027949741533343
184,30342430,25977328,47619643,37555172,38254361,57761111,22772896,40013431,38590182,48662099,0.5445936324992626
185,58395930,47970465,34739874,19771267,32315357,40259677,19550462,19775049,23552312,28120132,0.4646702088905098
186,35909763,51720107,22549495,56309455,25943407,19857184,31555741,40688251,63564692,21364435,0.5066210428741039
187,43161920,48594059,40110343,24845604,35209660,25916095,22155926,63850730,23889191,38181423,0.477686694602606
188,37123269,21012072,51663978,55334627,26428443,35960023,61268696,50375022,19779017,20900964,0.47234182338730535
189,62879525,20842077,20428449,36219835,24740609,48410604,39800692,51379148,53412482,34093722,0.45380705198692234
190,60014189,31320306,47239590,40684969,27333090,43773449,31701717,29490719,50152805,30432472,0.47409292828008065
191,46128129,54926875,23847942,59228568,47737570,45533014,49327102,50373772,22367415,21255266,0.45748238787156004
192,38768801,40837516,60876453,27213910,40728166,48630101,34419990,38683699,41139463,19178768,0.49382696920508407
193,31181592,28398204,47814009,20283646,26530439,21396179,43238828,45528929,36458285,53843542,0.5354986877868742
194,48204037,43132447,25145116,19145595,20699382,37334341,39866581,19837252,41746326,42758128,0.5212793108397603
195,27173790,306784,51375018,22854574,30389901,30644366,41353946,26383543,29188721,22477967,0.4762780307848896
196,34006966,53135,31433289,30276878,55845318,22142528,29561342,39544343,52081513,21376922,0.4751797579254437
197,38249846,28977823,46356116,56481603,39280107,40269476,26153957,32530567,19392391,37061497,0.5256444122001491
198,34866580,43603838,31412974,51485994,31527496,20176440,30315740,38169102,37902513,59252802,0.5450269758542967
199,20852936,37969140,28884715,22137486,37856544,34525202,36099330,25818756,51164872,507963,0.5202114890522028
200,26863522,22470151,29401838,54960253,36426418,35173190,48595714,44085298,28794788,21978980,0.4952996097104558
201,102311,232286,22603395,56739307,32508917,33050440,34130534,20126003,26207265,30119852,0.5338590583079628
202,23927122,52314490,37370497,60509562,35281233,57000965,25845342,47570422,48030217,35007750,0.5141103201431982
203,22451873,35900959,47736758,58061413,55528223,24108173,36421952,21362429,24577766,35084380,0.49312313322469237
204,24890211,24492383,32663232,50629214,20181967,29588191,34872681,39922892,21526534,59858197,0.5464070262247402
205,51027707,50492534,31075501,30471097,23994804,43980064,47155531,44650597,24601851,34854310,0.47625935072695136
206,33689442,23606823,45542741,48580977,24753482,23685608,64822784,22011300,19813852,42123028,0.5449588835404569
207,484483,32917309,29483941,48727606,21926522,53494719,20904127,34508166,55539112,25888629,0.5309805066176617
208,41919024,58421272,19226774,49093284,25009676,24415229,31829526,34954068,24467117,38786942,0.5288077885283362
209,57600291,21389004,25621169,62381337,23715510,375676,33061454,51500180,31211284,45441062,0.48826456339185886
210,569281,367225,24245813,145660,574595,19096269,21806220,62276666,45108064,35841408,0.48070322197634735
211,31092894,38283497,45724365,21224369,24777353,39013556,25553665,20798469,40484108,25986153,0.4639040299848579
212,46019112,53050252,25756700,26215006,24330560,20319520,26635344,51705420,23179563,35560690,0.4809487457129359
213,39646948,24968978,32555562,32654838,28995502,32936973,27221973,50204371,39167607,19603735,0.4949950900742485
214,68891125,24460132,44621103,21578408,38351283,28846308,123873,39540567,41995695,46060681,0.5335397412000498
215,45090933,23338908,39794222,61276514,20021393,38837094,51459167,28421674,43138384,23006976,0.4785275796774767
216,37488989,26795650,23161019,22777763,47751806,41981560,35020195,36839465,50012634,36405049,0.5112701235017381
217,23495320,45345208,53433139,37529666,38341244,33989392,37814060,34059092,37245325,62398065,0.538062162527039
218,58774383,590793,22100599,56803895,457314,45785205,335643,44047393,36786377,20766415,0.5003469853388406
219,32663265,46809880,20640021,37159172,61035205,42929648,21831730,59107715,22509413,26666497,0.4982401173168971
220,51147667,25213356,30596137,22086391,34205343,23618002,26091857,60193615,24675671,32973284,0.5020057645250119
221,37824761,58443194,183299,21148138,20979304,32165211,41803311,43993705,45344260,20453355,0.5123067583120823
222,53801565,24919601,23880589,34234315,25005594,21729263,36694887,22195713,42821613,50585834,0.4745448110430921
223,20694067,28425535,51371942,23817039,65023158,35275431,47738938,47861940,24585471,43630912,0.4866479819148451
224,30272970,50009124,65180278,34491078,59699750,25893144,32341939,29460899,23405654,114649,0.4690804183391827
225,25979407,34494779,21940636,34453054,21797803,42240719,41310961,25699719,42741954,53031839,0.542896759233204
226,61231664,19770600,30000571,40308654,26191005,24374017,64891958,40495008,64936483,25003541,0.5092552149775108
227,53149834,25006136,44126667,44369606,21329474,34783741,48080418,21912085,53301496,21726192,0.4893087382024593
228,23463641,32310677,42668432,47788523,37846976,24472330,44881696,25960895,34543979,55980814,0.45894739523645334
229,35001313,49121808,22072045,26145360,38149500,24401093,34672612,64822358,45871681,53877261,0.5331545361567017
230,35301171,59674322,55988411,20628743,31576169,43595577,22173345,55344016,57463012,25121245,0.4983449606015519
231,20017347,30091469,38230911,37443856,48180936,49347104,58693977,30878555,28601018,35373323,0.5428298545190652
232,35609950,51140419,27738794,60090020,24365614,34218171,21020766,43540573,21163410,47135555,0.4902444582428451
233,20958800,21305874,23300230,36562469,19482197,19263325,19815307,38827835,44049482,22548636,0.4681057308575931
234,21756190,40712902,40361305,39589925,19978538,26718812,45641922,57760949,36520547,28908703,0.48415631127836883
235,24914402,27694363,39986814,55418822,19896298,27344625,19797587,21332530,31390698,56015298,0.5449737401887758
236,35756991,43590746,36981426,29383051,37777699,44902716,37909299,37104438,22841580,38102214,0.4682648470823467
237,30295119,19440244,25219600,62218384,35789202,27381301,45738622,38275888,35773784,22072585,0.5078614420261369
238,37968357,21701722,47844510,47601036,22814858,28874655,40490425,37871062,330066,44123798,0.5494986872764284
239,19207170,22526844,38756462,47569462,26048979,38894714,45469783,19071476,20835618,24722726,0.49719419072247584
240,52431203,22387102,22399024,25284534,31967699,214830,45381623,53790552,23651708,34028062,0.5373572466326283
241,20272440,22599400,39261707,64020569,29680387,51085265,41260202,41006796,31270478,32539587,0.5257713868295142
242,36229833,50612431,22054114,140508,24553072,224113,38810328,45580511,25332129,19695202,0.45091414279492187
243,63498990,58063367,30887006,37035034,52301660,19483504,53601102,38333943,59851611,24823355,0.45832139428878155
244,25127590,23690675,25217569,21118884,23955328,39774653,26380941,32693878,20343546,22166684,0.5439211977976031
245,32208675,19933673,32445647,42650094,50256575,24894687,50283567,19262979,22123993,24888311,0.5002271630843945
246,41782318,47602263,20832283,45331560,41185718,45698514,55352370,47562485,586996,31253822,0.5093425551809502
247,22348259,30618186,23130813,46661186,55374770,35020695,50153527,25690852,22054932,47904031,0.49109415143306684
248,53023688,45394127,38364537,21275030,21084995,64898353,537250,24450511,32987415,35751810,0.5401921072759512
249,48557058,37809423,23415265,24151780,34612606,37061784,40282928,25218043,43577019,19707589,0.5325008399708072
250,30245681,35391512,25979440,31771856,31769355,20138356,19023421,58161774,44797240,48360795,0.47467179390072917
251,50514839,23412146,20857519,49214342,43138511,602629,35732390,25053220,64883032,30856105,0.45816150615216494
252,48042225,25962313,51064692,22077555,233391,57280057,52019621,61728592,32251810,19628635,0.509975130441193
253,48454195,28418900,24235234,65002940,45767810,20834085,62662961,23572920,37448238,53269621,0.5178908140212791
254,23377065,24512632,26580451,26400029,40862914,43114717,25757546,33140512,32161548,31241129,0.5371586516903842
255,46622442,48417639,87659,28540954,24601249,21153505,37420945,21624290,61464024,36050417,0.4579185918420647
256,21061915,57306420,30773823,38580644,340439,26856086,32019704,21897357,34063056,74063,0.4746120368527907
257,39774205,59813753,37343524,47941887,48338109,29653446,40859961,50580587,32267681,34042569,0.4845316357339103
258,19627511,37234916,35690481,28887950,50588257,31140760,48054159,22116826,22791685,31421648,0.4517832837425784
259,34577204,20529701,21369324,410289,22022845,25818312,22725660,23010633,36385509,70151760,0.4594966473985262
260,40879242,32239240,31451886,46126026,43402898,59830477,50189053,21875956,19149091,28692878,0.5250854356501806
261,46224552,23160016,51851186,42649858,443777,56511555,25433437,48628203,59361401,22363160,0.5151853007031526
262,56511502,21516584,47526332,138457,29461944,36921439,473243,40620942,31670287,45440240,0.5083168971021345
263,32953935,23365837,32893339,23999192,25236873,30882887,47150124,59031501,57341327,25599821,0.4818710988433944
264,65021818,34112332,44199699,37562631,35318700,47732731,27812263,20996015,38600882,43562262,0.46423804835036153
265,54882621,43257048,22123716,28338505,24300114,119592,38926357,40851330,47660971,46432061,0.5417876776206684
266,38335251,58861334,27705464,23241560,26523591,22137671,21706740,37516402,26127358,37812367,0.456731576155713
267,40948024,54873942,32415048,50511901,25829233,44151421,34254407,37872893,22228918,24631160,0.5335757744721282
268,21414126,37555256,22793822,24609697,48383695,50604477,418356,53749209,62235312,44140208,0.4699160528302491
269,49560188,23069966,32978498,28059397,50143737,39119178,21681525,32634658,38930023,27794278,0.5358389401514424
270,32336333,32210049,25000226,25966782,52359060,36620553,31311975,19059328,64830185,21154694,0.4562187581810401
271,35832251,38858397,36121905,59963783,25929671,26840017,64939120,48624386,50221966,30610550,0.4702605527242432
272,21066185,24754236,23827446,50529102,36706877,20064907,38689551,30219583,22112667,45498345,0.45102786836337355
273,36743452,23500399,22491132,47230726,30978820,47138812,48612852,56731007,31338501,30631752,0.5491933973187685
