,blue top,blue jungle,blue mid,blue bottom,blue support,red top,red jungle,red mid,red bottom,red support,blue team win rate
0,30811230,22498864,38923859,23058465,34940616,51559146,52200368,47952031,63529896,25261085,0.4893521540054761
1,58879996,20114316,36743452,24094350,24140891,20368254,48246183,35520678,24604405,27375750,0.48762613218068407
2,51438611,21426577,21573201,35401734,52896099,45494783,41215469,38905426,22374225,23283947,0.5161125148126697
3,19951692,23560099,32839233,32884884,43187971,43636640,19580834,37310673,36622401,38325160,0.5097847372896661
4,23841692,34287030,29554184,21106857,38033328,64812708,174096,22333297,21285143,21196547,0.5014391117091528
5,36825839,59953687,23968253,43682261,51051694,39658042,26367381,24439072,34669,30066145,0.4637977469036167
6,40259958,24159871,46179935,19966696,59273974,50280115,50030088,44090956,26732980,34891754,0.46437042288617886
7,19984241,47846548,29830402,19440241,26123008,19732474,49286356,30911801,52539226,28962620,0.5066195453580029
8,22025291,36101334,59227554,23965509,50126830,22219063,32634084,49800309,50459722,29587794,0.4953949600290233
9,22107150,21242181,23471052,23401047,39042363,50936618,50666565,59413052,51029187,43199941,0.5324782195753887
10,21328435,20165856,50115691,37456391,32390941,43149725,59329211,35640695,47852167,46751787,0.5442090146408616
11,20572430,21554950,48182641,62825,19893858,34519943,32151093,44849033,474083,29803281,0.520424071644179
12,59750019,33070097,44334344,30840825,24550137,53249092,35466229,62257937,26289378,40413185,0.4962583690690214
13,48576381,24443896,40253748,35521886,43342005,46002241,50454629,20431867,43997810,19388801,0.4853252357998509
14,37467170,19292103,25343793,26482528,37012108,21347873,30690306,29634458,19658610,42960467,0.4663755190411394
15,22983363,26637273,49000998,49961002,52296544,53925453,25852272,45425062,39272531,25141206,0.5476337445404958
16,45178048,36630899,64490289,40943541,20386757,37826557,53867390,21729263,31827485,51050746,0.4913661641789174
17,24317082,20643679,25937484,36360287,30912895,43229769,27801977,51156862,21636822,22579350,0.48187508767030807
18,31597797,51402336,21776247,28590781,50897055,25098358,35152997,37029939,20976483,37335641,0.4790012698681721
